0;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;0
10;0
11;0
12;0
13;0
14;0
15;0
16;0
17;0
18;0
19;0
20;0
21;4,828
22;9,4951
23;13,84
24;18,507
25;23,014
26;27,198
27;27,842
28;29,129
29;33,313
30;34,923
31;36,049
32;36,21
33;35,567
34;34,601
35;33,635
36;32,831
37;31,865
38;27,359
39;23,979
40;23,979
41;24,462
42;24,945
43;25,75
44;27,52
45;30,738
46;33,957
47;36,532
48;36,854
49;36,532
50;36,371
51;34,279
52;30,578
53;27,52
54;25,428
55;25,428
56;28,485
57;31,865
58;34,762
59;37,337
60;38,946
61;39,59
62;40,073
63;40,234
64;39,59
65;39,429
66;39,751
67;39,912
68;39,751
69;39,59
70;39,59
71;40,395
72;41,199
73;41,36
74;40,877
75;40,073
76;40,234
77;40,877
78;41,843
79;41,843
80;41,36
81;42,004
82;42,969
83;44,257
84;46,027
85;47,154
86;47,958
87;48,441
88;48,924
89;49,407
90;49,407
91;49,085
92;48,924
93;48,763
94;48,924
95;49,568
96;48,924
97;48,119
98;47,476
99;47,958
100;48,763
101;49,407
102;49,729
103;49,89
104;49,729
105;48,924
106;47,958
107;48,119
108;48,602
109;49,407
110;50,212
111;51,177
112;51,821
113;52,143
114;51,821
115;51,016
116;46,027
117;40,716
118;35,406
119;30,095
120;24,784
121;19,473
122;14,162
123;8,8514
124;3,5406
125;0
126;0
127;0
128;0
129;0
130;0
131;0
132;0
133;0
134;0
135;0
136;0
137;0
138;0
139;0
140;0
141;0
142;0
143;0
144;0
145;0
146;0
147;0
148;0
149;0
150;0
151;0
152;0
153;0
154;0
155;0
156;0
157;0
158;0
159;0
160;0
161;0
162;0
163;0
164;5,3108
165;10,622
166;15,933
167;21,243
168;26,554
169;31,865
170;35,727
171;39,107
172;41,521
173;42,487
174;41,36
175;40,395
176;39,751
177;40,234
178;40,555
179;40,877
180;41,521
181;43,774
182;42,648
183;38,624
184;36,532
185;31,221
186;28,485
187;27,681
188;29,129
189;29,934
190;32,187
191;35,727
192;39,429
193;43,935
194;49,085
195;53,913
196;58,258
197;60,029
198;63,247
199;65,178
200;67,753
201;70,006
202;72,581
203;74,03
204;75,317
205;76,444
206;76,444
207;76,122
208;75,961
209;75,639
210;75,639
211;75,639
212;75,639
213;75,639
214;75,961
215;76,283
216;77,088
217;78,053
218;79,019
219;79,663
220;80,467
221;81,433
222;82,077
223;82,881
224;84,008
225;85,617
226;87,066
227;87,87
228;88,353
229;88,514
230;88,353
231;87,87
232;87,87
233;88,192
234;88,675
235;89,319
236;89,64
237;90,284
238;90,606
239;91,089
240;91,25
241;91,25
242;90,928
243;90,928
244;90,928
245;90,928
246;90,928
247;90,928
248;90,767
249;90,284
250;89,801
251;88,675
252;87,87
253;87,226
254;86,905
255;86,422
256;86,261
257;86,744
258;86,905
259;87,066
260;87,066
261;86,583
262;85,939
263;85,295
264;84,651
265;83,847
266;84,33
267;83,686
268;83,525
269;83,203
270;82,881
271;83,042
272;83,364
273;83,847
274;84,491
275;85,295
276;86,1
277;86,905
278;88,353
279;89,158
280;89,48
281;90,123
282;90,123
283;89,801
284;88,836
285;87,709
286;86,261
287;84,491
288;82,881
289;82,881
290;82,881
291;82,237
292;80,628
293;80,467
294;80,628
295;80,467
296;79,823
297;79,663
298;79,663
299;79,663
300;79,019
301;78,214
302;77,409
303;75,961
304;74,191
305;72,42
306;70,489
307;68,558
308;66,788
309;64,857
310;61,96
311;59,546
312;56,649
313;54,396
314;52,304
315;50,694
316;49,246
317;49,085
318;48,28
319;46,671
320;44,257
321;39,912
322;34,601
323;32,348
324;30,738
325;29,773
326;27,359
327;24,945
328;20,117
329;17,381
330;12,875
331;7,5639
332;2,2531
333;0
334;0
335;0
336;0
337;0
338;0
339;0
340;0
341;0
342;0
343;0
344;0
345;0
346;0
347;1,6093
348;6,9202
349;12,231
350;17,542
351;22,853
352;27,842
353;32,187
354;36,21
355;38,141
356;40,555
357;42,809
358;45,223
359;48,28
360;49,568
361;50,855
362;51,66
363;52,786
364;54,074
365;55,522
366;55,683
367;56,166
368;56,005
369;55,522
370;55,844
371;57,132
372;57,936
373;57,936
374;57,936
375;57,936
376;57,936
377;57,936
378;58,097
